%	percent
主干	main
主干	core
主干线	backbone
主厨	chef
主张	view
主张	position
主张	stand
主张	proposition
主张	viewpoint
主张	assertion
主从	master-slave
主从	client-server
主心骨	backbone
主心骨	mainstay
主心骨	pillar
主意	plan
主意	idea
主意	decision
主战派	hawks
主持	anchor
主持人	host
主持人	anchor
主掌	responsible
主播	anchor
主教	bishop
主教座堂	cathedral
主日	Sabbath
主日	Sunday
主旨	gist
主板	motherboard
主机	server
主机名	hostname
主机板	motherboard
主权	sovereignty
主治医师	doctor-in-charge
主流	mainstream
主犯	culprit
主管	manager
主管人员	executive
主管教区	diocese
主罚	penalty
主义	-ism
主义	ideology
主要	main
主要	principal
主要	major
主要	primary
主观	subjective
主观主义	subjectivism
主角	lead
主计	controller
主计	comptroller
主计	treasurer
主词	subject
主语	subject
主车群	peloton
主轴	axis
主销	kingpin
主音	keynote
主音	tonic
主音	vowel
主题	theme
主题	subject
主顾	client
主顾	customer
主显节	Epiphany
主食	staple
主体	bulk
主体	body
主体	subject
主体	agent
乀	stretch
乃	thus
乃	so
乃	therefore
乃	then
乃	only
乃	thereupon
乃尔	thus
久	time
久保	Kubo
久经考验	veteran
久负盛名	seasoned
久远	old
久远	ancient
幺	youngest
幺	tiny
幺	one
幺并矢	idemfactor
幺点	ace
之	him
之	her
之	it
之一	one
之上	above
之下	under
之下	beneath
之中	inside
之中	among
之中	during
之内	inside
之内	within
之前	before
之前	ago
之前	previously
之前	beforehand
之外	outside
之外	excluding
之字形	Z-shaped
之字形	zigzag
之字路	switchback
之后	afterwards
之后	following
之后	later
之后	after
之至	extremely
之间	between
之间	among
之间	inter-
之际	during
乍	suddenly
乍	abruptly
乍	bristling
乍得	Chad
乎	in
乎	at
乎	from
乎	because
乎	than
乏	tired
乏力	weak
乏力	feeble
乏味	tedious
乒	ping
乒	bing
乒乓	ping-pong
乒乓球	ping-pong
乓	bang
乖	clever
乖	shrewd
乖	alert
乖	perverse
乖	irregular
乖	abnormal
乖僻	peculiar
乖僻	eccentric
乖巧	clever
乖巧	smart
乖巧	lovable
乖巧	cute
乖张	recalcitrant
乖张	unreasonable
乖张	peevish
乖忤	stubborn
乖忤	contrary
乖忤	disobedient
乖戾	perverse
乖戾	disagreeable
乖觉	perceptive
乖觉	alert
乖觉	clever
乖觉	shrewd
乖谬	ridiculous
乖谬	abnormal
乖迕	stubborn
乖迕	contrary
乖迕	disobedient
乖顺	obedient
乘	four
乘务	service
乘客	passenger
乘数	multiplier
乘法	multiplication
乘积	product
乙	ethyl
乙	bent
乙	winding
乙二醇	glycol
乙型	beta-
乙氧基	ethoxy
乙炔	acetylene
乙烯	ethylene
乙烯	vinyl
乙烯基	vinyl
乙烷	ethane
乙酰	acetyl
乙酰胺吡咯烷酮	piracetam
乙醚	ether
乙醛	ethanal
乜	what?
乜嘢	what?
九	nine
九	9
九十	ninety
九孔	abalone
九宫格数独	sudoku
九层塔	basil
九成	nine-tenths
九旬老人	nonagenarian
九月	September
九月份	September
九泉	Hades
九渊	abyss
九号球	nine-ball
九边形	nonagon
九面体	enneahedron
乞丐	beggar
乞人	beggar
乞儿	beggar
也	also
也	too
也就是	i.e.
也就是说	so
也就是说	thus
也罢	fine
也许	perhaps
也许	maybe
也门	Yemen
乭	rock
乳	breast
乳	milk
乳剂	emulsion
乳化剂	emulsifier
乳房	breast
乳房	udder
乳房摄影	mammography
乳汁	milk
乳液	milk
乳液	lotion
乳液	emulsion
乳沟	cleavage
乳浆	whey
乳白天空	whiteout
乳糖	lactose
乳罩	bra
乳脂	cream
乳腺炎	mastitis
乳胶	latex
乳草	milkweeds
乳部	breasts
乳酪	cheese
乳酪蛋糕	cheesecake
乳头	nipple
乳头瘤	papilloma
乳香	frankincense
乼	rope
乾	☰
干	dry
干	clean
干	foster
干	adoptive
干俸	sinecure
干尸	mummy
干巴巴	dry
干巴巴	parched
干巴巴	dull
干巴巴	insipid
干旱	drought
干旱	arid
干旱	dry
干旱土	Aridosols
干杯	Cheers!
干枯	withered
干梅子	prunes
干净	clean
干净	neat
干净利落	efficient
干渴	parched
干涩	hoarse
干燥	desiccation
干燥	dull
干燥	uninteresting
干燥	arid
干燥剂	desiccant
干瘦	wizened
干瘪	wizened
干瘪	shriveled
干癣	psoriasis
干眼症	xerophthalmia
干粮	rations
干粮袋	knapsack
干粮袋	haversack
干脆	straightforward
干脆	clear-cut
干脆	blunt
干脆	simply
干草	hay
干衣	drysuit
干贝	conpoy
干酪	cheese
干酪素	casein
干馏	carbonization
乱	disorder
乱	upheaval
乱	riot
乱	indiscriminate
乱	random
乱	arbitrary
乱伦	incest
乱伦	immorality
乱伦	depravity
乱伦	fornication
乱成一团	chaotic
乱民	rebels
乱画	graffito
乱画	doodle
乱真	spurious
乱石	rocks
乱石	stones
乱石	rubble
乱石	riprap
乱码	mojibake
乱糟糟	chaotic
乱蓬蓬	disheveled
乱蓬蓬	tangled
乱视	astigmatism
乱讲	nonsense!
乱象	chaos
乱象	madness
乱麻	confused
亄	covetous
亄	greedy
亄	stingy
了不起	amazing
了不起	terrific
了不起	extraordinary
了去了	very
了去了	extremely
了局	end
了局	conclusion
了局	solution
了得	exceptional
了得	outstanding
了得	dreadful
了得	appalling
了断	resolution
了无新意	unoriginal
了无新意	stereotyped
了然	evident
了当	frank
了当	outspoken
了当	ready
了当	settled
予	I
予	me
事	matter
事	thing
事	item
事	work
事	affair
事主	victim
事事	everything
事件	event
事件	happening
事件	incident
事例	example
事例	exemplar
事先	beforehand
事先	prior
事儿	business
事儿	demanding
事儿	trying
事儿	troublesome
事儿B	fussbudget
事儿妈	fussbudget
事典	encyclopedia
事务	affairs
事务	work
事务	transaction
事务律师	solicitor
事务所	office
事务所	firm
事务繁忙	busy
事务繁忙	bustling
事宜	matters
事宜	arrangements
事实	fact
事实上	actually
事情	affair
事情	matter
事情	thing
事情	business
事态	situation
事故	accident
事业	undertaking
事业	project
事业	activity
事业	cause
事业	career
事业	occupation
事业线	cleavage
事机	secrets
事权	position
事权	authority
事权	responsibility
事物	thing
事物	object
事理	reason
事理	logic
事由	matter
事由	work
事由	cause
事由	purpose
事由	subject
事端	disturbance
事端	incident
事证	evidence
事变	incident
事变	events
事迹	deed
事关	on
事关	about
事关	concerning
事项	matter
事项	item
事体	things
事体	affairs
事体	decorum
二	two
二	2
二	stupid
二代	secondary
二来	secondly
二倍体	diploid
二价	divalent
二价	bivalent
二元	duality
二元	dual
二元	bipolar
二元	binary
二八	16
二八	sixteen
二分音符	minim
二十	twenty
二十	20
二十一点	blackjack
二十面体	icosahedron
二合一	2-in-1
二合一	two-in-one
二恶英	dioxin
二地主	sublandlord
二奶	mistress
二奶	lover
二尕子	scoundrel
二屄	idiot
二屄	idiotic
二年生	biennial
二心	disloyalty
二心	half-heartedness
二心	duplicity
二恶英	dioxin
二愣子	dolt
二愣子	rash
二房	concubine
二房东	sublandlord
二手	second-hand
二手	assistant
二把刀	inexpert
二月	February
二月份	February
二杆子	hot-tempered
二杆子	rash
二极管	diode
二次	second
二次	twice
二次	quadratic
二次元	two-dimensional
二次方	square
二次曲线	conic
二毛子	Ukraine
二氧化物	dioxide
二氧芑	dioxin
二氧杂芑	dioxin
二氯甲烷	dichloromethane
二氯胺	dichloramine
二流	second-rate
二流	second-tier
二流子	loafer
二流子	idler
二流子	bum
二甘醇	glycerin
二甲苯	xylene
二叠纪	Permian
二百五	idiot
二硫基丙醇	dimercaprol
二等	second-rate
二节棍	nunchaku
二糖	disaccharide
二级士官	sergeant
二级头呼吸器	regulator
二维	two-dimensional
二老	parents
二者	both
二者	neither
二者之一	either
二胡	erhu
二苯氯胂	diphenylchloroarsine
二话	objection
二货	fool
二货	dunce
二迭纪	Permian
二进	binary
二道贩子	middleman
二醇	glycol
二里头	Erlitou
二重	double
二重唱	duet
二重奏	duet
二重性	dualism
二重母音	diphthong
二锅头	erguotou
二阶	quadratic
二项式	binomial
二鬼子	traitor
互	mutual
互不侵犯	non-aggression
互动	interactive
互惠	reciprocal
互操性	interoperability
互为因果	interdependent
互相	mutually
互相	mutual
互相依存	interdependent
互相联系	interconnected
互相连接	interlinked
互素	coprime
互联	interconnected
互联网	Internet
互联网络	network
互补	complementary
互通性	interoperability
互连	interconnection
亓	his
亓	her
亓	its
亓	their
五	five
五	5
五一	5-1
五五	50-50
五五	equal
五光十色	dazzling
五光十色	glitzy
五分熟	medium
五分美金	nickel
五十	fifty
五十铃	Isuzu
五味子	schizandra
五子棋	five-in-a-row
五子棋	gobang
五度	fifth
五彩	multicolored
五彩宾纷	colorful
五旬节	Pentecost
五星级	five-star
五月	May
五月份	May
五环	pentacyclic
五线谱	staff
五线谱	stave
五色	multi-colored
五色	garish
五花八门	myriad
五角	pentagon
五角形	pentagon
五角星	pentagram
五边形	pentagon
五音度	fifth
五项全能	pentathlon
五颜六色	multi-colored
井	neat
井	orderly
井上	Inoue
井下	underground
井井	orderly
井井	tidy
井喷	blowout
井喷	surge
井喷	gush
井字棋	tic-tac-toe
亘古不变	unalterable
亘古不变	unvarying
亘古不变	monotonous
亘古未有	unprecedented
些	some
些	few
些	several
亚	Asia
亚	Asian
亚	second
亚	inferior
亚	sub-
亚丁	Aden
亚伯	Abe
亚伯拉罕	Abraham
亚们	Amon
亚伦	Aaron
亚健康	sub-health
亚克力	acrylic
亚利安娜	Ariane
亚利桑那	Arizona
亚利桑那州	Arizona
亚原子	sub-atomic
亚哈斯	Ahaz
亚喀巴	Aqaba
亚单位	sub-unit
亚塞拜然	Azerbaijan
亚太	Asia-Pacific
亚太经合会	APEC
亚太经合组织	APEC
亚太经济合作组织	APEC
亚巴郎	Abraham
亚平宁	Apennine
亚弗烈	Alfred
亚急性	subacute
亚所	Azor
亚文化	subculture
亚格门农	Agamemnon
亚历山大	Alexander
亚历山大	Alexandria
亚历山大里亚	Alexandria
亚比利尼	Abilene
亚比玉	Abiud
亚洲	Asia
亚洲周刊	Asiaweek
亚洲与太平洋	Asia-Pacific
亚热带	subtropical
亚特兰大	Atlanta
亚琛	Aix-la-Chapelle
亚瑟	Arthur
亚瑟士	ASICS
亚界	subkingdom
亚当	Adam
亚当斯	Adams
亚目	suborder
亚砷	arsenous
亚硝酸盐	nitrite
亚科	subfamily
亚种	subspecies
亚穆苏克罗	Yamoussoukro
亚米拿达	Amminadab
亚纯	meromorphic
亚细亚	Asia
亚细亚洲	Asia
亚细安	ASEAN
亚纲	subclass
亚美利加	America
亚美利加洲	America
亚临界	subcritical
亚兰	Ram
亚该亚	Achaia
亚军	runner-up
亚达薛西	Artaxerxes
亚里斯多德	Aristotle
亚金	Achim
亚铁	ferrous
亚门	subdivision
亚门	subphylum
亚类	subtype
亚类	subclass
亚马孙	Amazon
亚马逊	Amazon
亚麻	flax
亚麻子	linseed
亚麻布	linen
亚麻籽	linseed
亟	urgent
亟	repeatedly
亟	frequently
亡	deceased
亡佚	nonextant
亡命之徒	fugitive
亡国	subjugation
亢	high
亢	overbearing
亢	excessive
亢奋	excited
亢奋	stimulated
亢进	hyperfunction
交互	mutual
交互	interactive
交互	alternately
交互	interaction
交保	bail
交割	delivery
交汇	confluence
交汇	cooperation
交汇处	confluence
交汇处	junction
交汇处	interchange
交叉口	intersection
交叉学科	interdisciplinary
交叉火力	crossfire
交叉耐药性	cross-tolerance
交叉点	junction
交叉点	crossroads
交契	friendship
交汇	confluence
交汇	cooperation
交往	relationship
交往	association
交往	contact
交情	friendship
交换	commutative
交换器	switch
交换机	switch
交换虚电路	SVC
交易	transaction
交易员	dealer
交易员	trader
交易市场	exchange
交易所	exchange
交易者	dealer
交易额	turnover
交替	alternately
交流	exchange
交流	communication
交流	interaction
交火	firefight
交火	shooting
交谊	association
交谊	communion
交谊	friendship
交谈	chat
交谈	discussion
交变	alternation
交通	traffic
交通	transportation
交通	communications
交通	liaison
交通工具	vehicle
交配	mating
交配	copulation
交际	communication
交集	intersection
交响曲	symphony
交响乐	symphony
亦	also
亦即	namely
亦或	or
亨	prosperous
亨	henry
亨利	Henry
亨利	henry
亨德尔	Handel
亨氏	Heinz
亨特	Hunter
亨通	prosperous
享受	pleasure
享乐主义	hedonism
享乐主义者	hedonist
京	big
京哈	Beijing-Harbin
京巴狗	Pekingese
京津冀	Jing-Jin-Ji
京都	capital
亭	pavilion
亭	booth
亭	kiosk
亭	erect
亭午	noon
亭子	pavilion
亭台	pavilion
亭阁	pavilion
亮	bright
亮	clear
亮	resonant
亮光	light
亮堂	bright
亮堂	clear
亮堂堂	well-lit
亮度	illumination
亮彩	sparkle
亮彩	shine
亮彩	glitter
亮晶晶	gleaming
亮晶晶	glistening
亮菌甲素	armillarisin
亮锃锃	shiny
亮锃锃	glistening
亮闪闪	bright
亮饰	diamanté
亮点	highlight
亶	sincere
亹	defile
亹	resolute
亹亹	diligently
亹亹	relentlessly
亹亹不倦	relentlessly
人	man
人	person
人	people
人丁	population
人中	philtrum
人事	personnel
人事	sexuality
人人	everyone
人人网	Renren
人们	people
人儿	figurine
人力	manpower
人力车	rickshaw
人势	penis
人参	ginseng
人口	population
人口	people
人口学	demography
人口数	population
人口普查	census
人口稠密	populous
人口调查	census
人品	character
人品	personality
人品	appearance
人品	looks
人品	bearing
人员	staff
人员	crew
人员	personnel
人喊马嘶	hubbub
人困马乏	exhausted
人困马乏	spent
人困马乏	fatigued
人士	person
人士	figure
人寿年丰	prosperity
人妖	transvestite
人妖	transsexual
人妖	ladyboy
人字拖	flip-flops
人字拖鞋	flip-flops
人字拖鞋	thongs
人家	household
人家	dwelling
人家	family
人寰	world
人山人海	multitude
人工	artificial
人工	manpower
人工河	canal
人工流产	abortion
人形	doll
人形	puppet
人从	retinue
人从	hangers-on
人性	humanity
人性	human
人情	friendship
人情	favor
人情味	friendliness
人手	manpower
人手	staff
人才	talent
人才	looks
人文	humanities
人文	culture
人文主义	humanism
人文学	humanities
人族	Hominini
人格	personality
人格	integrity
人格	dignity
人格化	anthropomorphism
人格魅力	charisma
人机工程	ergonomics
人次	person-times
人次	visits
人氏	native
人民币	Renminbi
人气	popularity
人气	personality
人气	character
人流	abortion
人渣	scum
人满为患	overcrowded
人满为患	overpopulation
人为	artificial
人为	man-made
人为土	Anthrosols
人物	person
人物	character
人物	protagonist
人物描写	portrayal
人犯	criminal
人犯	culprit
人犯	suspect
人猿	orangutan
人生	life
人畜共患症	zoonosis
人相	physiognomy
人相学	physiognomy
人种	race
人称	person
人称	called
人精	sophisticate
人精	Wunderkind
人群	crowd
人声鼎沸	hubbub
人声鼎沸	brouhaha
人肉	human
人脉	contacts
人脉	connections
人脉	network
人行横道线	crosswalk
人行道	sidewalk
人质	hostage
人迹罕至	lonely
人迹罕至	deserted
人身	person
人身	personal
人造	man-made
人造	artificial
人造	synthetic
人造奶油	margarine
人造牛油	margarine
人造丝	rayon
人造黄油	margarine
人道	humanitarianism
人道	humane
人道主义	humanism
人道主义	humanitarian
人选	candidate
人际	interpersonal
人头	person
人头	capita
人头	head
人头狮身	sphinx
人类	humanity
人类	mankind
